State,Areaname,2003Rural-urbanContinuumCode,2003UrbanInfluenceCode,2013Rural-urbanContinuumCode,2013UrbanInfluenceCode,"Lessthanahighschooldiploma,1970","Highschooldiplomaonly,1970","Percentofadultswithlessthanahighschooldiploma,1970","Percentofadultswithlessthanahighschooldiploma,2010-2014","Percentofadultswithahighschooldiplomaonly,2010-2014","Percentofadultscompletingsomecollegeorassociate'sdegree,2010-2014","Percentofadultswithabachelor'sdegreeorhigher,2010-2014"
TX,ShackelfordCounty,8,7,8,7,1430,447,63.4,13.8,33.4,28.6,24.3
TX,ShelbyCounty,6,6,7,9,8236,2169,70.4,23.8,35.6,26.7,13.8
TX,ShermanCounty,9,10,9,10,801,574,42.3,26.2,25.9,26.6,21.2
TX,SmithCounty,3,2,3,2,26430,14328,49.2,14.8,25.6,34.3,25.2
TX,SomervellCounty,8,3,1,1,1196,422,67.1,17.1,24,31.9,27
TX,StarrCounty,4,5,4,5,6271,1046,78.1,53.3,21.8,15.3,9.6
TX,StephensCounty,7,11,7,11,3527,1124,64.8,19.3,35.2,29,16.5
TX,SterlingCounty,8,7,8,7,322,116,56.3,23.8,28.8,20.7,26.6
TX,StonewallCounty,8,7,9,12,981,400,62.7,19.7,37.6,25,17.7
TX,SuttonCounty,7,11,7,11,991,354,57,24.4,28.1,29.6,17.8
TX,SwisherCounty,6,6,6,6,3352,1230,60.7,23.1,35.7,25.5,15.6
TX,TarrantCounty,1,1,1,1,177498,102926,47.4,15.3,23.8,31.2,29.7
TX,TaylorCounty,3,2,3,2,21799,15413,43.7,14.3,28.4,32.8,24.6
TX,TerrellCounty,9,10,9,12,637,196,60.3,23.3,33,26.8,16.9
TX,TerryCounty,6,6,6,6,4017,2033,55.8,31.2,30,26.1,12.8
TX,ThrockmortonCounty,9,12,9,12,770,469,49.8,14.5,31.9,33,20.7
TX,TitusCounty,7,8,7,8,6337,2340,62.8,27.5,28.5,29.9,14.2
TX,TomGreenCounty,3,2,3,2,19321,9517,51.4,17.1,31.4,30,21.5
TX,TravisCounty,1,1,1,1,55230,37106,39.1,12.6,17.1,25.2,45.2
TX,TrinityCounty,8,4,7,8,3356,830,72.5,17,44.4,27.8,10.8
TX,TylerCounty,6,7,6,6,5010,1438,68.3,15.7,41.3,31.4,11.6
TX,UpshurCounty,3,2,3,2,7432,2940,61.6,17.5,33.9,34.3,14.3
TX,UptonCounty,8,7,8,7,1333,714,54.6,22.4,37.4,29.2,11
TX,UvaldeCounty,7,8,6,3,5758,1623,64.6,31.1,21.8,31.8,15.3
TX,ValVerdeCounty,5,8,5,8,7050,3168,57.1,33.6,26.7,23.5,16.3
TX,VanZandtCounty,6,4,6,4,8810,3422,63.3,18.5,36.3,30.4,14.9
TX,VictoriaCounty,3,2,3,2,14860,6797,55.2,18.9,30.8,33.5,16.8
TX,WalkerCounty,4,3,4,3,8619,2373,61.2,17.1,34.9,29.6,18.4
TX,WallerCounty,1,1,1,1,3602,1225,57.1,20.6,34.3,26.7,18.4
TX,WardCounty,6,6,6,6,3717,1832,54.8,26.6,31.9,28.7,12.8
TX,WashingtonCounty,6,3,6,3,7846,1610,69.2,19.1,29.2,28.5,23.1
TX,WebbCounty,3,2,2,2,21999,5577,67.9,35.6,23,24.3,17
TX,WhartonCounty,4,3,4,3,12782,3478,65.5,24.3,34.7,27.3,13.8
TX,WheelerCounty,9,10,9,10,2220,1215,54.1,18.5,30.7,33.9,16.9
TX,WichitaCounty,3,2,3,2,28184,19349,45.1,14.2,32.3,32.6,20.8
TX,WilbargerCounty,6,5,6,5,6097,2328,62.9,20.2,29.1,33.1,17.6
TX,WillacyCounty,6,5,6,5,5071,1014,72.6,36.9,33.6,20.4,9.2
TX,WilliamsonCounty,1,1,1,1,14570,3902,68.8,7.7,20.6,33.2,38.6
TX,WilsonCounty,1,1,1,1,5094,1107,73.8,15.5,34.3,31.7,18.5
TX,WinklerCounty,6,6,6,6,2621,1601,50.6,29.2,29.7,30,11.1
TX,WiseCounty,1,1,1,1,7064,2952,61,15.2,37.5,31.5,15.9
TX,WoodCounty,6,6,6,6,7674,2195,65.7,16,34.8,31.3,17.9
TX,YoakumCounty,7,9,7,9,1925,1191,51.5,26.6,32.3,25.3,15.8
TX,YoungCounty,6,6,7,11,6116,2178,61.8,20,36.6,25.8,17.6
TX,ZapataCounty,6,6,6,5,1799,278,78.4,43.9,24.6,21.9,9.6
TX,ZavalaCounty,7,9,7,9,3941,584,78.7,40.4,25.8,25.3,8.5
UT,Utah,,,,,161198,176606,32.7,9,23.3,37.1,30.6
UT,BeaverCounty,9,10,7,9,812,722,39.3,7.8,37.2,36.9,18.2
UT,BoxElderCounty,4,5,2,2,4256,5129,32,8,32.3,38.1,21.6
UT,CacheCounty,3,2,3,2,4723,5581,25.9,7.5,21.8,34.8,35.9
UT,CarbonCounty,7,8,7,8,4498,2341,52.2,13,28.5,45.5,13
UT,DaggettCounty,8,7,9,10,138,111,47.1,12.4,35.8,32.6,19.3
UT,DavisCounty,2,2,2,2,10849,17226,26,4.7,21.4,39.3,34.6
UT,DuchesneCounty,6,6,7,9,1619,1190,46,13.5,34.7,36.3,15.4
UT,EmeryCounty,9,10,7,10,1138,972,41.8,10.5,32.8,44.4,12.3
UT,GarfieldCounty,9,10,9,12,666,599,41,7.9,31.8,38.9,21.4
UT,GrandCounty,7,11,7,11,1393,1162,44,9.8,25.5,41.6,23.2
UT,IronCounty,4,5,4,5,1401,1690,26.1,9.5,24.6,38,27.9
UT,JuabCounty,2,2,2,2,919,1060,38.2,10,34.3,39.4,16.3
UT,KaneCounty,6,6,6,6,423,461,33.1,4.2,28.7,41.6,25.6
UT,MillardCounty,7,11,7,11,1369,1257,37.1,11.9,30.1,38.7,19.2
UT,MorganCounty,2,2,2,2,459,806,24.8,2,25.9,37.6,34.5
UT,PiuteCounty,9,12,9,12,211,277,32.5,16.4,37.6,28.6,17.4
UT,RichCounty,8,7,8,7,264,353,31.4,3.9,40.1,40,16.1
UT,SaltLakeCounty,2,2,1,1,71859,78470,32.5,10.8,22.9,35,31.3
UT,SanJuanCounty,7,11,7,9,2139,880,56,17.1,32.2,31.9,18.8
UT,SanpeteCounty,6,6,6,6,2437,1805,41.9,10.7,26.2,42.8,20.3
UT,SevierCounty,7,11,7,11,2045,2066,37.1,9.6,34.1,40.1,16.2
UT,SummitCounty,2,2,4,3,984,1295,33.6,6.7,16,27.3,50.1
UT,TooeleCounty,2,2,1,1,4033,4181,39.3,8.6,32.1,38.8,20.6
UT,UintahCounty,7,8,7,8,2433,2243,40.6,12.6,35.7,35.2,16.6
UT,UtahCounty,2,2,2,2,15050,19695,27.3,6.5,17,39.7,36.9
UT,WasatchCounty,6,6,6,3,954,1291,32.7,9.5,19.2,36.9,34.4
UT,WashingtonCounty,3,2,3,2,2484,1905,38.7,7.8,25,40,27.1
UT,WayneCounty,9,12,9,12,389,253,45.7,5.7,25.6,42.3,26.5
UT,WeberCounty,2,2,2,2,21253,21585,35.2,10.8,28.6,37.4,23.2
VT,Vermont,,,,,99897,76675,42.9,8.4,30.6,25.9,35.2
VT,AddisonCounty,6,6,6,6,5149,3540,44.2,8.3,32.1,24.2,35.4
VT,BenningtonCounty,6,5,6,5,7296,4978,44.9,9.4,30.8,27.9,32
VT,CaledoniaCounty,7,9,7,9,5687,4631,45.2,10.1,36.5,27.5,25.8
VT,ChittendenCounty,3,2,3,2,16487,14491,35.8,6.1,21.2,24.7,48
VT,EssexCounty,9,8,9,8,1812,860,59.9,17.3,42.5,26,14.1
VT,FranklinCounty,3,2,3,2,8617,5259,52.7,11,37.8,28,23.2
VT,GrandIsleCounty,3,2,3,2,1017,505,52.2,7,30.2,30.4,32.4
VT,LamoilleCounty,8,7,8,7,3037,2038,44.5,7.9,30.2,26.5,35.3
VT,OrangeCounty,9,8,9,8,4503,3003,47.1,8.4,33.9,26.1,31.6
VT,OrleansCounty,7,11,7,11,6144,3070,56.8,13.8,39.9,24.9,21.4
VT,RutlandCounty,5,8,4,5,12308,10111,43,10.2,34.3,26.7,28.8
VT,WashingtonCounty,4,5,4,5,10349,8938,40.5,6.3,29.6,25.1,39
VT,WindhamCounty,6,6,7,9,7523,6256,41,8.5,31.6,25.4,34.5
VT,WindsorCounty,7,8,7,8,9968,8995,39.7,7,33.1,25.6,34.3
VA,Virginia,,,,,1277359,616942,52.2,12.1,25,27.1,35.8
VA,AccomackCounty,7,9,8,6,12018,3349,69.3,21.2,38.3,22.3,18.3
VA,AlbemarleCounty,3,2,3,2,9035,3823,47.9,8.6,18.5,20.8,52.1
VA,AlleghanyCounty,6,6,6,6,4093,1932,60,15.8,36.8,30.5,16.9
VA,AmeliaCounty,1,1,1,1,3138,451,78,20.3,34.2,29.8,15.6
VA,AmherstCounty,3,2,2,2,9795,2644,70.7,19.2,34.9,27.6,18.3
VA,AppomattoxCounty,3,2,2,2,3961,1029,71.1,18,38.3,28.4,15.3
VA,ArlingtonCounty,1,1,1,1,23454,32664,22.4,6.6,8.7,12.7,72
VA,AugustaCounty,4,5,3,2,15208,6071,61.2,14.3,40.9,23.6,21.2
VA,BathCounty,9,10,8,7,2071,757,66,12.5,41.8,25.9,19.8
VA,BedfordCounty,3,2,2,2,10312,3188,69.9,11.8,32.6,29.3,26.3
VA,BlandCounty,8,7,8,7,2697,298,84.6,17.2,38,30.7,14.2
VA,BotetourtCounty,2,2,2,2,6325,2635,61.7,8.8,35,30.8,25.4
VA,BrunswickCounty,6,4,6,4,6597,798,80.2,27.1,33.8,25.8,13.3
VA,BuchananCounty,9,10,9,10,11875,2005,80.1,30.9,34.6,25.8,8.6
VA,BuckinghamCounty,8,7,3,2,4126,853,74.9,27,40.5,21.3,11.2
VA,CampbellCounty,3,2,2,2,13256,6248,57.1,16.1,36,29,18.9
VA,CarolineCounty,1,1,1,1,5322,1134,75,18.1,36.8,25.8,19.3
VA,CarrollCounty,6,6,7,9,10699,1953,79.8,22.2,34.6,30.2,13
VA,CharlesCityCounty,1,1,1,1,2183,356,78.2,24.5,41.5,22.2,11.8
VA,CharlotteCounty,8,7,8,7,4570,1122,72.9,23,35.7,25.9,15.4
VA,ChesterfieldCounty,1,1,1,1,19197,10384,49.2,9.5,24,29.9,36.6
VA,ClarkeCounty,1,1,1,1,2727,1066,59,10.4,27,30.4,32.2
VA,CraigCounty,2,2,2,2,1473,416,71,10.2,47.9,28.8,13.1
VA,CulpeperCounty,6,4,1,1,6325,2212,62.9,15.9,34,28.7,21.4
VA,CumberlandCounty,1,1,8,4,2509,497,75.4,23.2,34,26.4,16.4
VA,DickensonCounty,9,12,9,8,6579,1063,79.9,27.4,34.9,27.4,10.2
VA,DinwiddieCounty,1,1,1,1,9629,2342,72.6,19.1,40.4,26.8,13.7
VA,EssexCounty,8,4,6,4,2387,929,62,20.9,37.6,27.9,13.7
VA,FairfaxCounty,1,1,1,1,48526,71955,21.2,8.1,13.2,19.4,59.2
VA,FauquierCounty,1,1,1,1,7947,3532,57.3,8.8,27.7,29.2,34.3
VA,FloydCounty,8,7,3,2,4383,1147,74.9,16.3,36.4,30.6,16.7
VA,FluvannaCounty,3,2,3,2,2815,806,69.5,15,27.1,28.3,29.6
VA,FranklinCounty,2,2,2,2,10211,2508,71.9,16.9,32.8,30.5,19.8
VA,FrederickCounty,3,2,3,2,9801,3893,63.2,13.6,30.2,28,28.2
VA,GilesCounty,3,2,3,2,5801,2538,60.7,16.9,38.4,27.7,17
VA,GloucesterCounty,1,1,1,1,4903,2001,60.8,9.5,32.9,34.7,22.9
VA,GoochlandCounty,1,1,1,1,3935,805,74,10.4,27.1,24.2,38.3
VA,GraysonCounty,9,12,9,12,6677,1895,73,22.4,39,27.7,10.8
VA,GreeneCounty,3,2,3,2,1955,555,72.6,17.4,32,26.2,24.5
VA,GreensvilleCounty,6,4,6,4,3864,631,80.4,24.1,44.5,23,8.5
VA,HalifaxCounty,6,6,6,6,14188,3813,71.4,20.9,36.6,27.9,14.6
VA,HanoverCounty,1,1,1,1,12820,3999,63.7,7.6,27.8,28.3,36.3
VA,HenricoCounty,1,1,1,1,38504,23650,45,10.1,23,27.2,39.7
VA,HenryCounty,4,5,4,5,17815,6217,67.4,22.2,34,32.4,11.5
VA,HighlandCounty,9,10,8,7,1016,385,62.6,19.7,41.5,19.4,19.4
VA,IsleofWightCounty,1,1,1,1,6777,1819,71.3,13.7,28.3,31.8,26.1
VA,JamesCityCounty,1,1,1,1,5231,2434,54.5,6.4,22.3,25.2,46.1
VA,KingandQueenCounty,1,1,8,4,2017,696,66.2,15.6,42,25.7,16.8
VA,KingGeorgeCounty,8,4,6,4,2283,1066,52.9,7.6,29.4,31.2,31.8
VA,KingWilliamCounty,1,1,1,1,2314,1059,56.7,10.8,41.1,29,19.1
VA,LancasterCounty,9,12,9,12,3462,1252,62.2,12,31.2,28.1,28.7
VA,LeeCounty,8,7,8,7,9683,1582,80.2,26.9,32.5,29.4,11.1
VA,LoudounCounty,1,1,1,1,8851,5918,45.2,6.5,13.8,21.7,58
VA,LouisaCounty,1,1,8,4,5498,1730,70.3,17.3,38.9,24.6,19.2
VA,LunenburgCounty,9,12,9,12,4747,1075,73.4,27.2,34.9,25.4,12.5
VA,MadisonCounty,8,7,8,4,3351,944,69.2,18.9,34.8,23.2,23.1
VA,MathewsCounty,1,1,1,1,2997,1049,63.5,9.7,33.8,27.5,29
VA,MecklenburgCounty,7,11,7,9,10881,3052,67.9,21.6,33.9,29.3,15.2
VA,MiddlesexCounty,8,4,8,4,2537,665,65.4,10.4,29.7,31.5,28.3
VA,MontgomeryCounty,3,2,3,2,11064,4186,53.1,9.6,21.9,24.3,44.3
VA,NelsonCounty,3,2,3,2,5391,688,81.1,16.7,33.5,20.8,29
VA,NewKentCounty,1,1,1,1,1921,528,71.1,11,31.4,32.9,24.6
VA,NorthamptonCounty,9,12,8,4,5682,1567,68.1,20.9,34.8,23.9,20.4
VA,NorthumberlandCounty,9,12,9,12,3729,1049,66,14,31.9,30.5,23.6
VA,NottowayCounty,6,4,6,4,5594,1497,67.9,24.1,38.8,24.9,12.2
VA,OrangeCounty,6,4,6,4,5179,1592,66.7,13.6,34.2,28.3,24
VA,PageCounty,6,6,6,4,6949,1653,73.5,24.6,41.2,21.9,12.4
VA,PatrickCounty,8,7,8,7,6535,1677,75,21.5,36.4,30.9,11.2
VA,PittsylvaniaCounty,3,2,4,5,22678,5762,73.5,19.8,35.4,30.8,14
VA,PowhatanCounty,1,1,1,1,2909,781,68.6,11.6,29.2,31.2,28
VA,PrinceEdwardCounty,6,4,6,4,4562,997,64.9,20.9,34.6,22.1,22.4
VA,PrinceGeorgeCounty,1,1,1,1,4852,3690,44.6,13.2,34.7,33.5,18.5
VA,PrinceWilliamCounty,1,1,1,1,17094,19202,35,10.4,21.8,29.6,38.1
VA,PulaskiCounty,3,2,3,2,10659,3551,65.2,17.3,32.6,33.7,16.4
VA,RappahannockCounty,8,4,1,1,2205,434,75.3,15.9,24.1,28,32
VA,RichmondCounty,9,12,9,12,2390,722,70,23.9,41.2,22.1,12.9
VA,RoanokeCounty,2,2,2,2,15511,12109,42,8.7,26.6,30.8,34
VA,RockbridgeCounty,6,6,6,6,6176,1872,67.2,15.5,37.1,23.9,23.5
VA,RockinghamCounty,3,2,3,2,14876,6464,58.8,18.5,36.6,21.2,23.7
VA,RussellCounty,6,6,7,9,10386,1597,79.2,23.8,37.7,26.6,11.9
VA,ScottCounty,3,2,2,2,10506,2561,75.3,24.1,37.3,27,11.6
VA,ShenandoahCounty,6,6,6,4,8517,3357,63,16,40,24.2,19.8
VA,SmythCounty,6,6,7,11,13536,2496,74.8,20.2,39,26,14.9
VA,SouthamptonCounty,6,4,6,4,7119,1291,75.4,21,34.4,29.7,14.8
VA,SpotsylvaniaCounty,1,1,1,1,5550,2173,64.1,10.9,31.6,29.2,28.3
VA,StaffordCounty,1,1,1,1,6657,3437,56.4,6.8,24.3,31.8,37.1
VA,SurryCounty,1,1,8,4,2361,368,77.7,21.2,30.6,29.4,18.8
VA,SussexCounty,1,1,1,1,4085,872,72.7,31.4,40.3,19.4,9
VA,TazewellCounty,7,8,5,8,15513,3733,71.2,21.6,35.4,30.1,12.8
VA,WarrenCounty,1,1,1,1,5386,2527,60.2,14.3,38.7,27.3,19.7
VA,WashingtonCounty,3,2,2,2,15661,3968,68.8,16.4,32.8,27.3,23.5
VA,WestmorelandCounty,7,11,6,4,4565,1336,69,20.5,38.4,24.7,16.5
VA,WiseCounty,7,11,7,8,14626,2897,76.1,26.3,33.5,27.3,12.8
VA,WytheCounty,6,6,6,6,8172,2618,65.5,17.7,37.1,30,15.2
VA,YorkCounty,1,1,1,1,7654,4928,47,6,19.4,32.6,42
VA,Alexandriacity,1,1,1,1,18930,17738,30.8,8.7,11.9,17.9,61.5
VA,Bedfordcity,3,2,2,2,2106,878,57.1,,,,
VA,Bristolcity,3,2,2,2,5108,1898,60.7,19.1,34,26.5,20.4
VA,BuenaVistacity,6,6,6,6,2274,703,66.5,23.1,37.9,25.1,14
VA,Charlottesvillecity,3,2,3,2,9055,4668,43.1,11.3,22.2,17.2,49.3
VA,Chesapeakecity,1,1,1,1,28469,11437,62.6,9,27,34.5,29.4
VA,CliftonForgecity,6,6,,,1505,1220,46.1,,,,
VA,ColonialHeightscity,1,1,1,1,3940,2502,47.4,12.8,36.7,30.9,19.6
VA,Covingtoncity,6,6,6,6,3716,1478,63.2,17.7,41.1,32.2,9
VA,Danvillecity,3,2,4,5,16162,6216,60.1,21.2,28.6,32.9,17.2
VA,Emporiacity,6,4,6,4,2195,450,72.2,30.2,30.6,24.2,15
VA,Fairfaxcity,1,1,1,1,2529,3934,23.4,8.3,15.5,22.7,53.5
VA,FallsChurchcity,1,1,1,1,1523,1972,24.4,3.2,8.9,12.8,75.1
VA,Franklincity,6,4,6,4,2482,461,65.6,21.9,26.1,32.1,19.8
VA,Fredericksburgcity,1,1,1,1,3604,1963,47.2,8.7,27.3,26.3,37.7
VA,Galaxcity,6,6,7,9,2507,571,66.6,25.7,32.5,29.4,12.4
VA,Hamptoncity,1,1,1,1,27359,17913,46.4,10.6,26.9,39.2,23.3
VA,Harrisonburgcity,3,2,3,2,3328,1860,46.4,16.2,27.1,21,35.6
VA,Hopewellcity,1,1,1,1,6213,3737,51.5,19.8,39.8,29.6,10.9
VA,Lexingtoncity,6,6,6,6,1468,573,43.4,18,21.2,16.1,44.8
VA,Lynchburgcity,3,2,2,2,16841,6578,55.3,12.7,25.6,29.5,32.3
VA,Manassascity,1,1,1,1,,,,17.3,27,26.6,29.1
VA,ManassasParkcity,1,1,1,1,,,,18.9,25.3,29.5,26.3
VA,Martinsvillecity,4,5,4,5,5978,2258,55.1,22.5,29.7,31.2,16.6
VA,NewportNewscity,1,1,1,1,32858,18778,49.5,11.2,28.1,36.6,24.1
VA,Norfolkcity,1,1,1,1,74673,40619,52.1,13.4,26.9,34.1,25.6
VA,Nortoncity,7,11,7,8,1454,495,63,21,21.7,36.9,20.5
VA,Petersburgcity,1,1,1,1,11971,3981,61.5,23.9,33.5,27.8,14.9
VA,Poquosoncity,1,1,1,1,,,,7.3,25,31.9,35.8
VA,Portsmouthcity,1,1,1,1,35817,13716,61.9,17.4,29.1,34.1,19.5
VA,Radfordcity,3,2,3,2,2507,1359,47.1,12.1,21.3,31.7,34.9
VA,Richmondcity,1,1,1,1,80205,29292,57.1,17.6,23.2,23.9,35.4
VA,Roanokecity,2,2,2,2,28064,15220,51.8,16.7,30.3,28.9,24.1
VA,Salemcity,2,2,2,2,5889,3683,47.3,10.4,28.1,30.8,30.7
VA,Stauntoncity,4,5,3,2,7517,3756,52,14.8,29.4,24.3,31.5
VA,Suffolkcity,1,1,1,1,16483,4296,68.7,12.9,27.9,33,26.1
VA,VirginiaBeachcity,1,1,1,1,29347,27904,37.4,6.6,22.7,37.2,33.5
VA,Waynesborocity,4,5,3,2,4120,2578,44.6,15.4,38.3,27.2,19
VA,Williamsburgcity,1,1,1,1,832,865,23.4,8.1,19.1,24.2,48.6
VA,Winchestercity,3,2,3,2,4729,2322,54.4,16.7,30.4,24.8,28.1
WA,Washington,,,,,666656,661800,36.5,9.8,23.3,34.5,32.3
WA,AdamsCounty,6,6,6,5,2627,2242,42.7,33.6,26.8,26.1,13.5
WA,AsotinCounty,3,2,3,2,3493,2544,45,11.3,31.2,39,18.5
WA,BentonCounty,3,2,2,2,11014,13540,31.1,11.3,24.2,35.3,29.2
WA,ChelanCounty,3,2,3,2,10153,7995,42.4,16,30.4,29.7,24
WA,ClallamCounty,5,8,5,8,8710,6939,43.9,8.4,27.5,39.6,24.5
WA,ClarkCounty,1,1,1,1,27381,25218,39.9,8.8,25.9,38.8,26.5
WA,ColumbiaCounty,6,6,3,2,1430,813,51.9,11.7,26.2,41.8,20.4
WA,CowlitzCounty,3,2,3,2,15369,13609,42.2,12.8,29.8,41.7,15.6
WA,DouglasCounty,3,2,3,2,3643,3410,39.3,19.9,27.4,35.4,17.3
WA,FerryCounty,9,12,9,12,944,677,49.2,12.5,32.5,39.3,15.7
WA,FranklinCounty,3,2,2,2,4697,5079,36,28.1,26.4,30,15.4
WA,GarfieldCounty,8,7,8,7,605,640,35,3.1,31.3,43.7,21.9
WA,GrantCounty,4,5,5,8,8363,7520,39.8,24.2,27.5,32.7,15.5
WA,GraysHarborCounty,4,5,4,5,15521,11850,46.7,13.5,31.4,40.1,15
WA,IslandCounty,4,3,4,3,3914,5654,28.6,5.1,23.7,39.4,31.7
WA,JeffersonCounty,6,6,6,6,2597,2290,41.5,5.6,22.2,34.9,37.3
WA,KingCounty,1,1,1,1,196788,224668,31,7.9,16.7,28.3,47.1
WA,KitsapCounty,3,2,2,2,20310,21458,36.7,5.9,23.5,40.6,30
WA,KittitasCounty,6,3,4,3,4185,3546,36.5,9.1,27.6,29.3,34
WA,KlickitatCounty,6,6,6,4,3380,2327,49.4,12.6,30.4,36.4,20.6
WA,LewisCounty,4,5,4,3,12310,9269,47.5,13.2,32.2,40.5,14.1
WA,LincolnCounty,8,7,8,7,2175,2154,36.9,7.7,33.3,39.6,19.3
WA,MasonCounty,6,5,4,3,5182,4278,43.5,12.7,29.6,39.9,17.9
WA,OkanoganCounty,6,6,6,6,6857,5028,46.8,17.6,31.3,34.1,17
WA,PacificCounty,7,9,7,9,4727,3392,50,12.5,31.9,39,16.5
WA,PendOreilleCounty,8,7,2,2,1795,1152,50.6,9.7,33,40.8,16.6
WA,PierceCounty,1,1,1,1,80077,79308,39.3,9.5,29,37.4,24.2
WA,SanJuanCounty,9,12,9,12,765,962,28.9,4.9,17.5,32.4,45.2
WA,SkagitCounty,3,2,3,2,12159,10598,40.3,11.8,25.7,38.1,24.5
WA,SkamaniaCounty,1,1,1,1,1363,1200,42.6,9.7,28.7,40.2,21.4
WA,SnohomishCounty,1,1,1,1,51721,53559,37.8,8.7,24.2,37.8,29.3
WA,SpokaneCounty,2,2,2,2,53666,57062,34.7,7.4,25.3,38.7,28.6
WA,StevensCounty,6,6,2,2,4722,3576,47.7,9.1,33,40.3,17.6
WA,ThurstonCounty,3,2,2,2,13806,15981,33.2,6.4,23.2,37.5,32.9
WA,WahkiakumCounty,8,7,8,4,1030,660,50.7,7.3,35.2,43.6,13.9
WA,WallaWallaCounty,4,5,3,2,8921,7666,38.1,11.4,23.3,38.7,26.5
WA,WhatcomCounty,3,2,3,2,16737,15944,39.2,9,22.7,35.9,32.4
WA,WhitmanCounty,4,5,4,5,4220,4988,26,4.3,18.5,29.4,47.8
WA,YakimaCounty,3,2,3,2,39299,23004,50.2,28.5,26.8,28.9,15.9
WV,WestVirginia,,,,,566026,267165,58.4,15.6,40.9,24.8,18.7
WV,BarbourCounty,7,9,6,6,5432,1702,68.5,20.9,44.9,22,12.3
WV,BerkeleyCounty,3,2,2,2,12113,5984,58.5,13.6,37.8,28.3,20.3
WV,BooneCounty,2,2,3,2,10245,2220,76,22.4,47.4,21,9.1
WV,BraxtonCounty,8,7,8,7,5361,1326,73.4,20.5,49.3,19.5,10.8
WV,BrookeCounty,3,2,3,2,9281,5331,56.1,9.6,44.5,28.7,17.1
WV,CabellCounty,2,2,2,2,31141,17980,50.6,13.9,32.6,27.1,26.4
WV,CalhounCounty,8,7,8,7,3054,682,75.9,24.2,49.8,17,8.9
WV,ClayCounty,2,2,3,2,3890,687,80.9,29.5,44.3,16.8,9.4
WV,DoddridgeCounty,9,8,9,8,2608,817,69.6,18.1,48.1,21,12.7
WV,FayetteCounty,6,5,3,2,19430,5380,70.7,19.8,44.2,24.2,11.8
WV,GilmerCounty,9,12,7,10,2486,707,64.5,22.5,35.4,25.5,16.6
WV,GrantCounty,6,7,7,12,3283,1045,68.7,18.4,52.1,16.9,12.6
WV,GreenbrierCounty,7,11,6,6,11592,4617,62.4,15.8,43.4,22.6,18.2
WV,HampshireCounty,3,2,3,2,4081,1688,62.5,23.8,51.4,16.1,8.7
WV,HancockCounty,3,2,3,2,11992,7705,54.4,13,43.4,26.8,16.8
WV,HardyCounty,8,7,6,6,3617,1052,71,19.8,49.5,18.5,12.2
WV,HarrisonCounty,5,8,5,8,21333,14296,49.5,12.9,39.8,27.1,20.2
WV,JacksonCounty,6,6,6,6,6209,3519,55.1,15.8,40.3,27.7,16.2
WV,JeffersonCounty,1,1,1,1,6496,2630,58.3,11.9,33.2,26.6,28.3
WV,KanawhaCounty,2,2,3,2,61098,42313,47.2,12.4,37.2,25.4,24.9
WV,LewisCounty,7,9,7,9,7433,2649,66.7,14.7,47.9,22.6,14.9
WV,LincolnCounty,2,2,2,2,7457,1745,75.5,23.8,43.1,24,9.1
WV,LoganCounty,6,6,6,5,17161,4854,71.2,22.5,42.5,26.4,8.5
WV,McDowellCounty,7,9,7,10,19485,4644,75.6,35.5,42.7,15.9,5.8
WV,MarionCounty,4,5,4,5,18664,11639,51.8,11.7,41.9,25.6,20.9
WV,MarshallCounty,3,2,3,2,12609,6965,58.7,11.1,47.2,25.8,15.9
WV,MasonCounty,6,5,6,5,8461,3682,63.1,16.6,46.1,27.2,10.1
WV,MercerCounty,5,8,4,5,20051,9144,56.7,18,37.8,25.2,19
WV,MineralCounty,3,2,3,2,7143,4113,55.5,13.5,50.6,23.2,12.8
WV,MingoCounty,6,6,7,9,12395,2733,75.7,27.6,40.5,21.4,10.5
WV,MonongaliaCounty,3,2,3,2,14594,7980,47.3,8.8,30.5,21.9,38.8
WV,MonroeCounty,8,7,8,7,4171,1790,61.4,19,49.6,17.6,13.8
WV,MorganCounty,3,2,8,7,3315,1032,68.5,17.9,44.5,21,16.5
WV,NicholasCounty,6,6,6,6,8267,2733,68.3,16.2,48.6,21.6,13.6
WV,OhioCounty,3,2,3,2,19384,12097,52.3,8.8,36.1,26.5,28.6
WV,PendletonCounty,8,7,8,7,2911,937,70.1,19,45.9,21.1,14
WV,PleasantsCounty,3,2,6,7,2012,1145,53.4,11,48.4,27.3,13.3
WV,PocahontasCounty,9,12,9,10,3675,1176,67.9,15.3,47.8,21,15.8
WV,PrestonCounty,3,2,3,2,9230,3648,65.5,17.3,47.4,22.4,12.9
WV,PutnamCounty,2,2,2,2,8764,4635,58.4,9.5,37.6,29,23.9
WV,RaleighCounty,4,5,3,2,25190,9159,64.3,17.1,39.6,25.1,18.2
WV,RandolphCounty,7,11,7,8,8111,3567,59.5,16.9,47.7,17.4,18.1
WV,RitchieCounty,8,7,8,7,4037,1444,67,19.5,47.1,23.1,10.4
WV,RoaneCounty,6,7,6,7,6146,1739,71.5,22.9,48,18.7,10.3
WV,SummersCounty,7,9,6,6,5470,1666,69.4,18.9,41.8,26.3,13
WV,TaylorCounty,6,5,6,5,4860,2366,59.5,15.3,46.2,22.7,15.8
