State,Areaname,2003Rural-urbanContinuumCode,2003UrbanInfluenceCode,2013Rural-urbanContinuumCode,2013UrbanInfluenceCode,"Lessthanahighschooldiploma,1970","Highschooldiplomaonly,1970","Percentofadultswithlessthanahighschooldiploma,1970","Percentofadultswithlessthanahighschooldiploma,2010-2014","Percentofadultswithahighschooldiplomaonly,2010-2014","Percentofadultscompletingsomecollegeorassociate'sdegree,2010-2014","Percentofadultswithabachelor'sdegreeorhigher,2010-2014"
SD,ShannonCounty,7,11,6,6,2153,548,67.3,21,27.7,38.8,12.5
SD,SpinkCounty,7,9,9,10,2990,2137,48.4,11.1,35.2,31.7,22
SD,StanleyCounty,9,8,9,8,637,461,51.1,10.4,33.2,29.6,26.8
SD,SullyCounty,9,10,9,8,550,450,45,8.9,35.6,29.1,26.3
SD,ToddCounty,9,12,9,12,1610,609,60,23.2,24.2,38.7,13.9
SD,TrippCounty,7,11,7,11,2214,1403,49.7,12.4,33,32.8,21.8
SD,TurnerCounty,3,2,3,2,3191,1731,53,9.6,37,33.6,19.9
SD,UnionCounty,3,2,3,2,2813,1711,51.3,7,30,30.4,32.7
SD,WalworthCounty,7,11,7,11,2251,1177,52,12.3,36.2,29,22.5
SD,YanktonCounty,7,8,7,8,4858,2947,47.3,8.1,34.4,30.8,26.7
SD,ZiebachCounty,9,12,8,7,703,264,61.3,12.5,40.7,33.7,13.1
TN,Tennessee,,,,,1239514,546481,58.2,15.1,33.1,27.5,24.4
TN,AndersonCounty,2,2,2,2,15196,9810,45.3,14.1,34.3,28,23.6
TN,BedfordCounty,6,3,4,3,8804,4028,60.8,21.9,40.4,24.5,13.3
TN,BentonCounty,7,9,7,9,5032,1584,69.2,20.9,45.8,23.3,10
TN,BledsoeCounty,8,7,8,7,2950,730,74.3,22,43.5,24.2,10.2
TN,BlountCounty,2,2,2,2,19507,10033,54.2,12.7,36,29.7,21.7
TN,BradleyCounty,3,2,3,2,16281,6470,61.6,17.5,33,30.2,19.3
TN,CampbellCounty,6,5,2,2,11482,2074,78.5,28,41.9,20.6,9.5
TN,CannonCounty,1,1,1,1,3707,1004,73.9,20.8,45,21.5,12.8
TN,CarrollCounty,6,6,6,6,10711,3215,69.7,21.1,39.7,23.6,15.6
TN,CarterCounty,3,2,3,2,15094,5761,63.1,19.8,38.3,25.8,16.1
TN,CheathamCounty,1,1,1,1,4727,1842,65.9,17.1,37.4,26.2,19.3
TN,ChesterCounty,3,2,3,2,3998,911,73.4,18.8,38.3,27.3,15.6
TN,ClaiborneCounty,6,6,6,6,8037,1761,76,25,42.3,20.4,12.3
TN,ClayCounty,8,4,9,10,3115,480,81.8,25.5,45.8,15.4,13.3
TN,CockeCounty,6,5,6,5,10027,2579,74,22.2,47.2,21.3,9.4
TN,CoffeeCounty,4,3,4,3,9624,4884,53.8,16.8,38.8,26.2,18.2
TN,CrockettCounty,8,7,3,2,5731,1879,69.4,23.2,41.4,23.5,12
TN,CumberlandCounty,7,8,4,5,8158,1948,73.4,17.1,39.2,25.9,17.8
TN,DavidsonCounty,1,1,1,1,119190,69791,49.2,13.6,24.2,25.8,36.5
TN,DecaturCounty,9,12,9,12,4129,1098,72.2,20,43.2,23.4,13.3
TN,DeKalbCounty,6,4,6,4,4910,1276,73.6,22.8,43.1,20.3,13.8
TN,DicksonCounty,1,1,1,1,8612,2824,69.3,15.7,44.5,26.3,13.5
TN,DyerCounty,5,8,5,8,12482,3386,71.7,15.6,40.2,24.3,19.9
TN,FayetteCounty,1,1,1,1,7876,1448,76.8,12.8,36,28.5,22.7
TN,FentressCounty,9,10,9,10,5353,781,81.2,28.2,43.2,18.4,10.2
TN,FranklinCounty,6,5,6,5,8604,3921,58.3,19.1,37,25.2,18.7
TN,GibsonCounty,4,6,4,6,17681,7021,63.6,16.1,39.3,29.2,15.4
TN,GilesCounty,6,6,6,4,8521,3096,65.2,19.6,42.4,23.3,14.6
TN,GraingerCounty,3,2,2,2,5935,1270,77.8,22.6,44.6,21.7,11.1
TN,GreeneCounty,6,5,4,5,17426,6191,65.6,19.6,41.3,23.7,15.5
TN,GrundyCounty,8,7,8,7,4677,852,81.4,28.9,43.7,17.7,9.7
TN,HamblenCounty,3,2,3,2,12635,5484,60.1,19.4,41,23.5,16.1
TN,HamiltonCounty,2,2,2,2,70526,41698,49.6,13,27.3,31.6,28.1
TN,HancockCounty,8,7,8,7,3107,382,84,23.7,43.5,22.7,10.1
TN,HardemanCounty,6,6,6,4,9082,2264,74,23.8,44.4,22.6,9.2
TN,HardinCounty,6,6,6,6,7439,2181,71.2,21,43.8,22.8,12.4
TN,HawkinsCounty,3,2,2,2,12964,4222,69.3,18.7,43.3,24.9,13
TN,HaywoodCounty,6,5,6,4,7348,1458,74.7,22.2,42.7,22.8,12.4
TN,HendersonCounty,6,6,6,6,7701,1787,76.4,18.8,41.2,26.8,13.2
TN,HenryCounty,7,8,7,8,9281,3590,63.9,16.5,45.1,22.1,16.3
TN,HickmanCounty,1,1,1,1,5396,1235,76.8,24.7,42.5,21.5,11.2
TN,HoustonCounty,8,4,8,4,2476,638,73.9,19.5,45.3,24.2,11
TN,HumphreysCounty,6,4,6,4,4761,2082,62.1,15.3,43.2,27.9,13.6
TN,JacksonCounty,8,3,8,3,4175,503,85.7,26.1,44.8,19.6,9.5
TN,JeffersonCounty,3,2,3,2,8571,3322,63.7,18.9,38.4,27.6,15.1
TN,JohnsonCounty,6,7,6,6,4939,1138,74.9,25.8,41.6,23.4,9.3
TN,KnoxCounty,2,2,2,2,73974,43192,49,10.1,26.2,29.2,34.5
TN,LakeCounty,9,10,9,9,3197,589,78.1,28.5,44,19.3,8.2
TN,LauderdaleCounty,6,4,6,4,8505,1711,76.5,25.1,43.5,21.3,10.1
TN,LawrenceCounty,6,5,6,3,11883,3383,72.6,21,42.2,24.9,11.9
TN,LewisCounty,6,4,6,4,2707,796,71.5,20.9,39.6,26.8,12.7
TN,LincolnCounty,6,6,6,6,9002,3396,64.2,17.7,40.1,25.9,16.3
TN,LoudonCounty,2,2,2,2,9260,3397,66.3,14.4,33.3,26.6,25.6
TN,McMinnCounty,4,5,4,5,12723,4769,64.1,17.5,41.8,25.9,14.8
TN,McNairyCounty,6,6,6,6,7759,2210,71.7,21.2,44.2,23.2,11.4
TN,MaconCounty,1,1,1,1,6089,997,81.7,25.6,44.6,20.8,9
TN,MadisonCounty,3,2,3,2,19965,8951,56.1,13.3,32.9,28.7,25.1
TN,MarionCounty,2,2,2,2,7841,2138,72.3,23.2,36.3,25.2,15.3
TN,MarshallCounty,6,4,6,3,6543,2635,63.5,18.3,41.9,26.7,13.2
TN,MauryCounty,4,3,1,1,14844,6380,61.4,13.6,36.4,31.4,18.6
TN,MeigsCounty,8,7,8,7,2116,490,75.5,24.9,40.4,26.9,7.8
TN,MonroeCounty,6,6,6,6,9470,2041,75.1,22.1,41.9,24.7,11.2
TN,MontgomeryCounty,3,2,2,2,14815,8170,52.3,9,30.9,36.1,24
TN,MooreCounty,9,8,9,8,1447,447,68.8,16.2,40.8,29,13.9
TN,MorganCounty,6,6,2,2,5167,1606,71.5,19.8,51.8,21.1,7.3
TN,ObionCounty,7,8,7,8,11429,4430,64.2,18.9,40.5,25.2,15.4
TN,OvertonCounty,7,8,7,8,6876,1085,80.8,22.3,42.7,21.8,13.2
TN,PerryCounty,8,4,8,4,2465,619,75.3,22.7,42.1,22.6,12.7
TN,PickettCounty,9,10,9,10,1746,302,79.9,24.5,40.8,22.4,12.3
TN,PolkCounty,3,2,3,2,4547,1418,70.1,22.4,43.5,23.8,10.2
TN,PutnamCounty,4,3,4,3,12475,3272,67.7,16,37.4,23.8,22.8
TN,RheaCounty,6,6,6,5,6244,2169,67.6,23.2,40.5,24.6,11.7
TN,RoaneCounty,4,5,2,2,13292,5370,61.7,16.3,38,28,17.7
TN,RobertsonCounty,1,1,1,1,10481,4354,63.7,14.1,40.2,28.7,16.9
TN,RutherfordCounty,1,1,1,1,15745,8307,52.7,9.8,30,31.3,28.9
TN,ScottCounty,6,6,6,6,6007,982,78.8,24.8,45.4,19.3,10.5
TN,SequatchieCounty,2,2,2,2,2383,736,71.5,18,40.6,28.2,13.1
TN,SevierCounty,4,5,4,5,10679,3514,66.8,18.2,37.8,28.6,15.4
TN,ShelbyCounty,1,1,1,1,181476,110068,49.7,13.3,27.1,29.8,29.8
TN,SmithCounty,1,1,1,1,5473,1451,72.7,19.3,46.8,23,11
TN,StewartCounty,3,2,8,7,3333,765,75.7,15.2,41.6,30.8,12.4
TN,SullivanCounty,3,2,2,2,38445,19812,53.9,15.3,35.3,28.3,21.2
TN,SumnerCounty,1,1,1,1,17930,8168,58.4,11.8,32.7,31.6,24
TN,TiptonCounty,1,1,1,1,10017,2967,71.2,14.8,38.3,32.1,14.8
TN,TrousdaleCounty,1,1,1,1,2301,496,75.5,23.9,43.7,20.5,11.9
TN,UnicoiCounty,3,2,3,2,5845,1741,67.1,22.8,39.6,24.1,13.4
TN,UnionCounty,2,2,2,2,3925,688,80.6,25.6,45.2,20.6,8.6
TN,VanBurenCounty,9,10,9,10,1632,339,79,19.8,51.8,16,12.4
TN,WarrenCounty,6,3,6,3,10015,3729,65.9,21.7,43.3,21.8,13.1
TN,WashingtonCounty,3,2,3,2,23398,9491,57.3,12.9,29.9,26.5,30.8
TN,WayneCounty,8,6,8,6,5229,1186,77.7,24.6,44.8,22.4,8.2
TN,WeakleyCounty,7,9,7,8,10928,3491,67,16.4,40,24.1,19.5
TN,WhiteCounty,7,9,7,9,6986,1764,74.1,20.5,45.3,22.3,11.9
TN,WilliamsonCounty,1,1,1,1,10365,4958,55,5.2,17,23.6,54.1
TN,WilsonCounty,1,1,1,1,12562,5579,60.5,11.3,33.1,28.9,26.7
TX,Texas,,,,,3060636,1458297,52.6,18.4,25.2,29.3,27.1
TX,AndersonCounty,5,8,7,8,10833,3749,63.6,19.8,37.3,31.5,11.3
TX,AndrewsCounty,6,5,6,5,2666,1787,48.8,23.3,34.8,28.3,13.6
TX,AngelinaCounty,5,8,5,8,16446,6288,61.6,20.8,32.5,31.4,15.3
TX,AransasCounty,2,2,2,2,2892,1369,55.1,15.7,30.1,34.8,19.5
TX,ArcherCounty,3,2,3,2,1866,992,54.8,12.7,34.9,32.1,20.3
TX,ArmstrongCounty,3,2,2,2,698,259,57.2,10.6,25.1,39.9,24.4
TX,AtascosaCounty,1,1,1,1,6483,2013,66.7,24.2,36.8,25.4,13.6
TX,AustinCounty,1,1,1,1,6388,1382,73,14,33.8,32.7,19.5
TX,BaileyCounty,7,11,7,9,2434,1289,55.4,35.3,30.2,24.3,10.2
TX,BanderaCounty,1,1,1,1,1823,779,58.9,13.6,28.7,36.2,21.5
TX,BastropCounty,1,1,1,1,7460,1682,73,20.4,31.1,31.2,17.3
TX,BaylorCounty,6,6,8,6,2298,657,66.4,15.4,31.2,30.9,22.4
TX,BeeCounty,4,5,6,5,6393,2624,60,28.6,31.9,30.5,8.9
TX,BellCounty,2,2,2,2,26673,15651,49.4,10.5,28.5,38.9,22.2
TX,BexarCounty,1,1,1,1,211225,103764,52.7,17,25,31.5,26.5
TX,BlancoCounty,8,4,8,4,1541,549,66.9,11.8,29.5,30.7,27.9
TX,BordenCounty,9,10,8,7,246,79,54.5,7.9,29.6,29.4,33.1
TX,BosqueCounty,6,6,6,4,4985,1605,64.9,18.9,33.7,32,15.4
TX,BowieCounty,3,2,3,2,20575,10824,53.9,12.9,35.3,33,18.8
TX,BrazoriaCounty,1,1,1,1,26117,17512,46.7,14.5,25.5,32.2,27.9
TX,BrazosCounty,3,2,3,2,11589,4915,45.5,14.7,21.5,25.4,38.3
TX,BrewsterCounty,7,11,7,11,1668,589,50.3,13.2,21.5,29,36.3
TX,BriscoeCounty,9,12,9,12,914,432,56.6,23.4,26.5,29.4,20.7
TX,BrooksCounty,6,6,7,9,2714,664,68.7,33.3,37.2,18.4,11
TX,BrownCounty,5,8,5,8,9187,3279,58,15.3,39.4,28.9,16.4
TX,BurlesonCounty,3,2,3,2,4286,1086,71.5,21.9,35.6,28.8,13.7
TX,BurnetCounty,6,4,6,4,4563,1751,60.7,15.3,32.1,29.4,23.3
TX,CaldwellCounty,1,1,1,1,6890,1875,68.2,21.8,35.1,27.5,15.6
TX,CalhounCounty,3,2,6,5,4572,2418,53.8,21,32.1,31.1,15.8
TX,CallahanCounty,3,2,3,2,3397,1126,63.4,12.8,38.7,35.1,13.4
TX,CameronCounty,2,2,2,2,42191,11869,65.1,35.9,24,24.1,16.1
TX,CampCounty,6,6,6,6,3104,970,66.5,23.8,32.3,29.7,14.3
TX,CarsonCounty,3,2,2,2,1794,1117,48.5,10.4,29.5,37.5,22.6
TX,CassCounty,6,6,6,6,8532,3678,61.1,15.5,43.7,28.1,12.7
TX,CastroCounty,6,6,6,6,2566,1263,54.8,28.7,38.3,19.1,13.9
TX,ChambersCounty,1,1,1,1,4055,1444,62.3,16,31.3,33.9,18.8
TX,CherokeeCounty,6,5,6,5,13652,3464,68.7,21.9,33.2,28.9,15.9
TX,ChildressCounty,7,11,7,11,2743,1072,62.5,10,40.8,29.2,20
TX,ClayCounty,3,2,3,2,3269,1114,64.6,12.2,37,33.9,16.9
TX,CochranCounty,9,10,9,10,1695,619,63.5,32.7,30.5,23.1,13.7
TX,CokeCounty,8,7,8,7,1150,485,59.6,11.5,35.1,36.4,17.1
TX,ColemanCounty,6,6,6,6,4420,1483,63.8,19.2,38.9,27.9,14
TX,CollinCounty,1,1,1,1,18358,9333,51.9,6.6,15.6,28.4,49.4
TX,CollingsworthCounty,9,12,9,10,1888,677,62.5,21,31.5,28.8,18.7
TX,ColoradoCounty,6,4,6,4,7644,1594,74.5,18.1,40,24.5,17.5
TX,ComalCounty,1,1,1,1,8860,2742,64.6,10.5,24.3,32,33.2
TX,ComancheCounty,7,9,7,9,5451,1543,69.2,22.9,33.6,25.2,18.3
TX,ConchoCounty,8,6,8,6,1212,370,63.8,34.2,33.7,20.4,11.8
TX,CookeCounty,6,3,6,3,7133,3611,53.7,14.9,31.3,33.3,20.5
TX,CoryellCounty,2,2,2,2,6162,4747,46.5,12.2,31.1,41.2,15.5
TX,CottleCounty,9,12,9,12,1332,406,67.1,26.5,30.1,28.1,15.2
TX,CraneCounty,6,6,6,6,1368,594,60.1,29.4,30.1,28.8,11.8
TX,CrockettCounty,7,11,7,11,1078,569,52.2,31.6,29.1,28.2,11.1
TX,CrosbyCounty,3,2,2,2,2990,1215,62.5,29.9,32,26.5,11.6
TX,CulbersonCounty,9,12,9,12,871,330,56.8,34.8,37.4,16.2,11.7
TX,DallamCounty,7,9,7,11,1873,932,55.8,25.6,31.9,31.3,11.1
TX,DallasCounty,1,1,1,1,301315,193423,43.5,22.3,23.2,25.8,28.7
TX,DawsonCounty,7,8,7,8,5588,1760,63.9,29.5,36,24.4,10.1
TX,DeafSmithCounty,6,5,6,5,4859,2075,55,30,32.1,23.1,14.8
TX,DeltaCounty,1,1,8,4,2190,733,67,14,36.9,32.1,17
TX,DentonCounty,1,1,1,1,16438,8616,46.4,8,19,32,41
TX,DeWittCounty,6,6,6,6,8506,1741,74.3,23.8,36.9,26,13.3
TX,DickensCounty,8,7,8,7,1621,493,67.6,23.2,29.9,32.5,14.4
TX,DimmitCounty,6,6,6,6,3206,488,79.5,33.6,26.5,29.5,10.4
TX,DonleyCounty,8,7,8,7,1468,440,62.3,16,32.8,34.5,16.7
TX,DuvalCounty,7,9,7,9,4552,952,75.8,35,32.5,25.5,7
TX,EastlandCounty,6,6,6,6,7651,2246,64.3,16.9,37.2,31.9,14
TX,EctorCounty,3,2,3,2,22156,14505,47.6,26.6,28.5,30.6,14.3
TX,EdwardsCounty,9,10,9,12,604,186,58.1,27.7,28.4,19.6,24.3
TX,EllisCounty,1,1,1,1,15439,6687,59.2,15.7,30.1,33,21.2
TX,ElPasoCounty,2,2,2,2,79813,45767,48.9,25.2,24.3,29.8,20.8
TX,ErathCounty,7,8,4,3,6641,2294,60.7,17.2,26.6,30.5,25.6
TX,FallsCounty,6,6,2,2,7885,1648,73.8,24.9,37.6,26.1,11.4
TX,FanninCounty,6,4,6,4,10030,2908,68,18.1,34.7,31.6,15.6
TX,FayetteCounty,6,4,6,4,9430,1496,78.7,19.9,37.1,26.9,16.1
TX,FisherCounty,8,7,8,7,2770,751,69.8,18.2,35.3,32.4,14.1
TX,FloydCounty,6,6,6,6,3514,1534,59.7,23.6,29.1,30,17.2
TX,FoardCounty,9,10,9,10,1120,173,73.3,21.3,27.2,30.6,20.9
TX,FortBendCounty,1,1,1,1,16659,5266,65.5,11.5,18.1,28.1,42.3
TX,FranklinCounty,8,4,7,9,2354,730,67.9,15.7,32.1,30.2,22
TX,FreestoneCounty,7,9,7,9,4987,1268,70.6,20.7,34.3,32.9,12.1
TX,FrioCounty,6,4,6,4,3628,818,69.5,32.2,35.3,24.6,7.9
TX,GainesCounty,7,9,7,9,3483,1303,59.3,41.3,28.6,18.9,11.2
TX,GalvestonCounty,1,1,1,1,49210,23103,54.1,12.6,25.7,33.4,28.3
TX,GarzaCounty,6,6,6,6,1931,616,66.3,36.4,30,24.7,8.9
TX,GillespieCounty,7,9,7,8,4375,1307,66.2,13.6,25.8,27.3,33.3
TX,GlasscockCounty,8,7,8,5,390,121,62.3,19.4,24,31.8,24.8
TX,GoliadCounty,3,2,3,2,1863,509,67.3,11.8,37.7,35.1,15.3
TX,GonzalesCounty,6,4,6,4,7084,1517,74.6,28.9,31.2,25.2,14.7
TX,GrayCounty,6,5,6,5,7524,4898,47.1,19.1,31.4,35,14.5
TX,GraysonCounty,3,2,3,2,24876,13132,52.7,13.3,31.3,35.2,20.2
TX,GreggCounty,3,2,3,2,20321,12030,48.2,17.1,27.5,35.6,19.9
TX,GrimesCounty,6,4,6,4,5011,1029,72.2,20.2,37.1,31,11.6
TX,GuadalupeCounty,1,1,1,1,11489,3705,63.6,13.2,29.5,32,25.2
TX,HaleCounty,4,5,4,5,9840,4441,55.8,29.2,32,24.5,14.3
TX,HallCounty,9,12,9,12,2430,774,64.9,29.4,28.9,29.3,12.4
TX,HamiltonCounty,6,6,6,6,3329,1070,64.6,18,33.9,29.2,19
TX,HansfordCounty,7,9,7,9,1580,1056,46.5,25.8,28.1,24.2,21.9
TX,HardemanCounty,7,9,9,9,3019,892,68.9,19.3,36.9,24.9,18.9
TX,HardinCounty,2,2,2,2,10091,3833,62.6,13.9,38.1,32.5,15.4
TX,HarrisCounty,1,1,1,1,422033,220828,47.3,20.9,23.3,26.9,29
TX,HarrisonCounty,4,5,4,5,14166,5910,57.6,16,34.5,30.8,18.6
TX,HartleyCounty,9,9,7,11,570,633,35,20.4,36.1,22.1,21.4
TX,HaskellCounty,6,6,6,6,3419,1381,63,25.3,32.4,25.7,16.6
TX,HaysCounty,1,1,1,1,6104,1968,54.2,10.9,21.3,31,36.8
TX,HemphillCounty,9,12,7,11,824,639,46.2,18.5,28.4,30.9,22.2
TX,HendersonCounty,4,3,4,3,9940,3178,63.8,18.4,34.5,31.6,15.5
TX,HidalgoCounty,2,2,2,2,55830,12437,69.7,37.8,23.7,22.1,16.4
TX,HillCounty,6,4,6,4,9406,2982,65.3,20.9,31,33.5,14.6
TX,HockleyCounty,6,5,6,5,6029,2454,59,23.1,27,33.9,16.1
TX,HoodCounty,4,3,1,1,2434,936,61.2,12.9,29.7,33.4,24.1
TX,HopkinsCounty,6,3,6,3,7621,3048,60.5,19,36.7,29.1,15.2
TX,HoustonCounty,7,9,7,9,7537,1614,72.3,18.9,38,29.2,13.9
TX,HowardCounty,5,8,4,5,9619,5946,48.4,23.9,29.5,33.6,13
TX,HudspethCounty,8,7,2,2,647,230,61.6,46.8,26.4,18.4,8.4
TX,HuntCounty,1,1,1,1,13803,6027,53.2,17,34.5,31.1,17.4
TX,HutchinsonCounty,6,5,6,5,6627,4635,45.7,16.4,33.2,37.1,13.2
TX,IrionCounty,3,2,3,2,386,66,62.5,13.6,39.4,33.9,13.1
TX,JackCounty,6,4,6,4,2690,1175,62.1,19.7,40.7,28.8,10.8
TX,JacksonCounty,6,6,6,6,4524,1631,64.2,18.5,34.7,30.2,16.5
TX,JasperCounty,6,6,6,6,9065,2859,66.7,16.4,43.5,29.8,10.3
TX,JeffDavisCounty,9,10,9,12,488,156,56.6,14.9,22.2,24.5,38.4
TX,JeffersonCounty,2,2,2,2,69603,34845,53.1,17.1,33.4,31.5,18
TX,JimHoggCounty,6,6,6,6,1917,354,79.7,24.4,34.9,27.7,13
TX,JimWellsCounty,4,5,4,5,10692,3076,66.5,28.4,33.1,27.7,10.7
TX,JohnsonCounty,1,1,1,1,14694,7324,56.4,17.1,32.5,33.9,16.6
TX,JonesCounty,3,2,3,2,6716,2004,66.8,27.1,37.9,25.7,9.3
TX,KarnesCounty,6,4,6,4,5245,1162,73.2,27.9,35,24.7,12.4
TX,KaufmanCounty,1,1,1,1,13091,4140,67.8,16.7,31.4,33.4,18.5
TX,KendallCounty,1,1,1,1,2635,827,61.4,10,20.8,28.5,40.7
TX,KenedyCounty,9,8,9,8,257,44,76.9,32.1,31,22.6,14.3
TX,KentCounty,9,10,9,10,592,258,59.6,20.3,27.8,28.6,23.3
TX,KerrCounty,4,3,4,3,6662,3067,52,11.8,28.6,31.2,28.3
TX,KimbleCounty,7,9,7,9,1255,620,54.8,17.4,36.5,29.3,16.8
TX,KingCounty,9,12,9,12,172,72,59.3,19.1,36.1,22.4,22.4
TX,KinneyCounty,9,10,7,10,781,124,76.8,30.8,25.1,30.9,13.2
TX,KlebergCounty,4,5,4,5,6770,2837,50.8,26.1,21.1,28.3,24.4
TX,KnoxCounty,9,12,9,12,2303,975,62.2,19,38.9,28.9,13.2
TX,LamarCounty,4,3,5,8,12507,5139,58.9,15,34.9,33.9,16.2
TX,LambCounty,6,6,6,6,6195,2312,62.3,29.1,30.8,26.1,14.1
TX,LampasasCounty,2,2,2,2,2993,1613,54.9,12.6,27.6,38.7,21.1
TX,LaSalleCounty,6,6,6,6,1941,276,78.3,38.7,32.8,15,13.5
TX,LavacaCounty,6,6,6,6,8476,1826,74.4,18.9,41.9,23.8,15.3
TX,LeeCounty,6,4,6,4,3839,793,75.7,17.2,38.6,27.1,17
TX,LeonCounty,8,7,8,7,3768,974,68.5,16.1,35.2,31.7,17
TX,LibertyCounty,1,1,1,1,12087,3737,66.9,23.4,38.2,29.6,8.8
TX,LimestoneCounty,6,6,6,6,8198,2070,70,20.6,37.4,28.4,13.6
TX,LipscombCounty,9,12,9,12,951,755,44.2,17.8,36.1,25.1,21.1
TX,LiveOakCounty,6,6,8,7,2566,726,68.5,19.3,36.2,28.6,15.9
TX,LlanoCounty,7,11,7,11,2839,1330,55,12.9,27,33.3,26.8
TX,LovingCounty,9,10,9,12,33,8,80.5,11.8,64.5,21.1,2.6
TX,LubbockCounty,3,2,2,2,37107,22024,44.9,14.9,25.6,31.5,28
TX,LynnCounty,6,6,2,2,3221,989,66.6,23.5,32.3,26.4,17.7
TX,McCullochCounty,7,9,7,9,3373,1040,62.9,21.4,33,29.9,15.7
TX,McLennanCounty,3,2,2,2,45310,20052,54.9,17.2,28,32.7,22.1
TX,McMullenCounty,8,4,9,12,472,130,70.6,29.8,29.5,36.3,4.4
TX,MadisonCounty,6,6,6,6,2625,745,64.1,22.5,39.6,27.9,10
TX,MarionCounty,8,7,8,7,3336,1022,66.9,16.1,38.3,31,14.5
TX,MartinCounty,6,6,3,2,1694,440,68.2,24.6,32.8,25.3,17.3
TX,MasonCounty,9,12,9,10,1482,453,65.9,15.2,32.5,28.3,24.1
TX,MatagordaCounty,4,3,4,3,9031,3275,60.5,23.2,35.9,26,14.9
TX,MaverickCounty,5,8,5,8,5931,947,75.8,42.5,22.3,23.1,12.1
TX,MedinaCounty,1,1,1,1,6973,2345,66.7,18.9,31,31.2,18.8
TX,MenardCounty,8,7,9,12,1172,213,70.8,24.7,29.9,26.1,19.2
TX,MidlandCounty,3,2,3,2,11410,9694,33.4,17.7,23.1,34.2,25
TX,MilamCounty,6,4,6,4,8164,2467,67.5,19,37.8,27.2,16
TX,MillsCounty,9,10,9,10,1852,675,62.8,17.4,26.6,32.1,23.9
TX,MitchellCounty,7,9,7,9,3331,1079,62.5,24.1,32.3,33.7,9.9
TX,MontagueCounty,6,4,6,4,6562,2176,66.5,16.9,34.1,32.7,16.3
TX,MontgomeryCounty,1,1,1,1,14844,7159,55.8,13.6,24.5,30.3,31.7
TX,MooreCounty,6,5,7,8,3359,2606,45.8,34.1,27.8,25.1,13
TX,MorrisCounty,6,6,6,6,4371,1628,62.9,17,35.3,34.9,12.8
TX,MotleyCounty,8,7,9,12,954,251,68.3,15.9,31.9,32.7,19.5
TX,NacogdochesCounty,5,8,5,8,9912,3456,57.1,18.1,28.9,28,25
TX,NavarroCounty,4,3,4,3,12594,3590,65.6,22.4,31.3,29.7,16.7
TX,NewtonCounty,8,7,2,2,4204,1547,67,14.9,48.3,29.9,6.9
TX,NolanCounty,6,5,6,5,6151,2049,63.8,22.4,32.2,32.4,12.9
TX,NuecesCounty,2,2,2,2,58941,30611,51.2,19.6,27.4,32.6,20.4
TX,OchiltreeCounty,7,11,7,11,2139,1941,41.8,26.1,33.5,26.5,14
TX,OldhamCounty,8,7,2,2,486,354,47.1,17.6,18.9,33.2,30.3
TX,OrangeCounty,2,2,2,2,20154,10831,55.9,12.5,40,33.6,13.8
TX,PaloPintoCounty,6,3,6,3,7343,4197,48.8,19.3,36.2,28.6,15.9
TX,PanolaCounty,6,6,6,6,6022,1932,63.4,16.6,36.1,35.9,11.4
TX,ParkerCounty,1,1,1,1,9545,5107,52.4,10.9,27.1,36.4,25.6
TX,ParmerCounty,7,9,7,9,2785,1497,53.8,35,27.1,22.1,15.8
TX,PecosCounty,7,11,7,11,3917,1625,58.3,31.8,34.2,22.5,11.5
TX,PolkCounty,6,4,6,4,5987,1459,71.9,22.2,35.9,29.9,12.1
TX,PotterCounty,3,2,2,2,24243,14676,49.3,23.7,27.8,33.4,15.1
TX,PresidioCounty,7,11,7,11,1850,365,71.4,45,19.7,13.3,22
TX,RainsCounty,8,4,8,4,1791,438,73.2,16.7,40.5,31.4,11.4
TX,RandallCounty,3,2,2,2,6764,9251,25.3,8.4,22.3,38.5,30.7
TX,ReaganCounty,6,6,6,6,897,579,51.8,39.5,30.5,19,11
TX,RealCounty,9,10,9,10,828,141,72.9,19.2,29.3,31.5,20
TX,RedRiverCounty,6,6,6,6,6694,1425,74.3,22.3,38.2,25.3,14.2
TX,ReevesCounty,7,8,7,8,4750,1832,62.4,37.6,28.3,23.5,10.6
TX,RefugioCounty,6,6,6,6,3285,1160,65.1,20.4,34.9,34.4,10.3
TX,RobertsCounty,9,8,9,10,345,136,56.7,4,30.9,30.9,34.3
TX,RobertsonCounty,3,2,3,2,5922,1623,70.8,22.3,36.9,23.8,17
TX,RockwallCounty,1,1,1,1,2290,1081,56.7,8.3,21.9,33.1,36.7
TX,RunnelsCounty,6,6,6,6,5495,1131,73.1,20.6,40.5,25.2,13.7
TX,RuskCounty,3,2,3,2,12593,4901,61,19,35.4,32.3,13.3
TX,SabineCounty,9,12,8,7,3097,669,74.3,16.3,43.9,27.6,12.2
TX,SanAugustineCounty,9,10,9,10,3188,770,71.9,22,42.9,25.1,10
TX,SanJacintoCounty,1,1,8,4,2933,518,77.8,19,42.8,25.9,12.3
TX,SanPatricioCounty,2,2,2,2,13876,4877,61.6,23.2,29.4,32.5,14.8
TX,SanSabaCounty,7,9,7,9,2563,650,70.8,20.1,31.7,34.7,13.5
TX,SchleicherCounty,8,7,8,7,734,411,50.9,26.3,28.5,24.8,20.4
TX,ScurryCounty,7,8,7,8,5025,2341,56.6,22.7,27.5,34.3,15.4
